ward_id,neighbor_count,neighbor_avg_canal_density,neighbor_max_canal_density,neighbor_canal_wards,neighbor_avg_imperviousness,neighbor_max_imperviousness,neighbor_min_imperviousness,neighbor_avg_runoff,neighbor_max_runoff,neighbor_avg_building_coverage,neighbor_canal_fraction,neighbor_pipe_fraction,neighbor_imperviousness_std,neighbor_runoff_std,imperviousness_vs_neighbors,runoff_vs_neighbors,lower_runoff_than_neighbors,higher_imperv_than_neighbors,likely_receives_flow,is_boundary_ward,boundary_position,external_flow_east,external_flow_north,external_flow_south,river_proximity_high,tidal_influence_ward
124,2,0.2481362496121836,0.4962724992243672,1,68.36102105901352,73.48792083050354,63.23412128752352,0.6677489326163508,0.7037595808673716,36.080321081108565,0.5,0.5,5.1268997714900095,0.036010648251020794,-0.7500182433323488,-0.007926537121440647,1,0,0,1,south,0,0,1,0,0
56,4,0.267445561476144,0.7077550780807964,2,58.67012358087512,76.5348859047798,34.49145771355716,0.6431435997091912,0.7291717532162643,28.102492770012695,0.5,0.5,17.772213773103893,0.09374027233783111,25.25990082921438,0.13646719497483384,0,1,0,0,interior,0,0,0,0,0
3,3,0.3327365025410948,0.9552545216630812,2,77.833208537656,85.21739130434783,65.52843329501657,0.7444569178394662,0.796605984312966,37.4157355335926,0.3333333333333333,0.3333333333333333,8.758726681014261,0.05941423244595327,-13.81082404301327,-0.09967086720137164,1,0,1,1,interior,0,0,0,0,0
36,8,0.16598082146283505,0.7077550780807964,2,84.94515762698586,98.53506243996158,48.794116659390845,0.8044141924703612,0.8890129682997119,43.583094468507966,0.125,0.75,15.803947337121377,0.08689002578553094,-2.767528492834984,-0.03653515122175466,1,0,0,0,interior,0,0,0,0,0
41,5,0.0,0.0,0,99.5587196867409,99.97138769670958,98.53169174646602,0.8968931646463071,0.899785407725322,47.98274288009837,0.0,1.0,0.5320942259600866,0.003635753528004499,-6.634563614842605,-0.04980855263403172,1,0,1,0,interior,0,0,0,0,0
37,5,0.0,0.0,0,93.84675015955483,98.3554475798916,82.17762913415088,0.8592534267487373,0.8897051474262869,46.23848380104271,0.0,1.0,5.925901365818661,0.046308608864540475,1.026094038048214,0.002658294970058428,0,1,1,0,interior,0,0,0,0,0
139,4,0.0,0.0,0,70.54255967438665,80.88274238634692,50.410079638654466,0.69510146303875,0.7849713108724437,41.62494675633806,0.0,1.0,12.153283394168328,0.09670868195485735,5.6772855691272355,0.03287987514968882,0,1,0,0,interior,0,0,0,0,0
23,5,0.0,0.0,0,95.10118336023358,99.97138769670958,83.34661354581674,0.8651938182029172,0.899785407725322,45.27875591179912,0.0,1.0,6.445125082928529,0.04492018151007706,4.508191639766423,0.031876494297082836,0,1,0,0,interior,0,0,0,0,0
40,6,0.0,0.0,0,97.38012456348694,99.81315396113602,94.87284419760304,0.8811424195015946,0.8985986547085202,47.1204032574866,0.0,1.0,1.7664685884098545,0.013090285322344224,-1.7029631441965876,0.00856272792469237,0,0,0,0,interior,0,0,0,0,0
121,7,0.341595552942512,1.0443262032870502,3,78.7899852830997,91.45841597249768,56.639380079820555,0.7488004381934046,0.8380735158006084,41.74293213709287,0.14285714285714285,0.5714285714285714,11.276137792239943,0.0769410240854378,2.157527495855547,0.016874041297930797,0,1,0,0,interior,0,0,0,0,0
33,5,0.27549019274336195,0.7077550780807964,3,76.44212092261441,87.25079365079364,48.794116659390845,0.7497477753564812,0.8044841269841269,38.84116140846991,0.2,0.4,14.140864700987938,0.062215050188805375,-13.198986429102689,-0.05311765766208432,1,0,1,0,interior,0,0,0,0,0
103,3,0.6619992512994398,1.047477149843756,3,75.71091616295605,88.88957576694229,58.20029027576197,0.7322934216956144,0.8174252376168767,36.401505228841714,1.0,0.0,12.897868296710373,0.07896888986461961,13.829855956038841,0.09565497533914047,0,1,0,1,interior,0,0,0,0,0
13,4,0.5641339663049592,1.3012813435567556,2,76.91098955700407,86.47096479195244,65.52843329501657,0.7401013590593984,0.8016140832190214,35.60781584357913,0.5,0.5,8.653002011100597,0.05783044152696369,11.500596521015083,0.09479118941058529,0,1,0,0,interior,0,0,0,0,0
66,6,0.625040155935342,1.6982610427642573,4,65.38131234204192,90.15252950514184,24.022905346120098,0.6882771921794565,0.8328035043804757,30.976918764022727,0.6666666666666666,0.3333333333333333,26.239185647672524,0.13932230263353754,22.384855135205626,0.15448295613276974,0,1,0,0,interior,0,0,0,0,0
123,5,0.0925896975795006,0.462948487897503,1,66.8943468039126,80.94751277895524,51.2306210581912,0.6639687636880949,0.7656744794913354,35.1078161759513,0.2,0.8,11.600164046749235,0.07982701182327576,6.593574026590943,0.03979081717927668,0,1,0,0,interior,0,0,0,0,0
63,10,0.3148919461079689,1.8190098863134585,3,79.32829173862389,98.1818181818182,50.17622838320066,0.7512573234162156,0.8884815515610217,34.997985191593635,0.0,0.7,14.784460020075437,0.10897588952765255,-31.960074309472134,-0.2045482606441874,1,0,1,0,interior,0,0,0,0,0
21,3,0.0,0.0,0,93.05572331604498,99.54379562043796,83.34661354581674,0.8528752431821558,0.8965784671532847,46.050879886650726,0.0,1.0,6.99373474651151,0.04894239085177984,1.7191486170906245,0.02156530683132485,0,1,0,1,interior,0,0,0,0,0
49,5,0.0,0.0,0,94.21517023042837,99.81315396113602,82.17762913415088,0.8614215066803842,0.8985986547085202,45.17473715917156,0.0,1.0,6.284444915491458,0.04836078281723584,3.17119340593527,0.01902948763779755,0,1,0,0,interior,0,0,0,0,0
70,4,0.052510121243658225,0.1407511724580307,2,72.12132894675959,96.7170832669957,47.368217429151755,0.7032565132487122,0.8781324629836013,30.457447521712684,0.0,0.5,17.91842769993046,0.12149680741648598,15.453993865292048,0.10457374831182176,0,1,0,0,interior,0,0,0,0,0
45,5,0.0,0.0,0,89.53272597468046,99.97138769670958,69.06320224719101,0.8266762507093072,0.899785407725322,41.21297330507518,0.0,1.0,11.903736137836685,0.08341424955807232,-21.627469725053345,-0.14759385705737715,1,0,1,0,interior,0,0,0,0,0
100,6,0.39609664831260155,1.067005301854821,3,81.29040149154675,93.42155773310436,68.58020244910338,0.7709294531062391,0.8561470855641983,39.97699695689904,0.0,0.5,9.73236111488177,0.06660381704962133,9.634397251826513,0.06317945454478513,0,1,0,0,interior,0,0,0,0,0
92,7,0.3402537318744789,1.047477149843756,3,82.24280679233506,94.05740378343118,46.34001603849239,0.7895138901646795,0.8640777886497065,41.051060994086974,0.42857142857142855,0.5714285714285714,15.306250372071807,0.07299671593806023,5.041064552011463,0.021045913699660135,0,1,0,0,interior,0,0,0,0,0
9,4,0.0,0.0,0,97.61269186802052,99.60511033681766,95.56121150419956,0.8867787656188831,0.8973480449090206,48.37613099533428,0.0,1.0,1.7575124418665586,0.009106253742644316,-2.3545774939865254,-0.0012919031768429123,1,0,0,0,interior,0,0,0,0,0
114,4,0.3496768918441371,0.8505701680861661,2,71.73236638332672,85.04056921732618,56.639380079820555,0.7019649019797108,0.8008332293096992,36.7056498960577,0.0,0.5,12.216943870310134,0.0848785584281535,-7.343327033318758,-0.05760852154319651,1,0,0,0,interior,0,0,0,0,0
101,6,0.1564201006757606,0.7337627968613387,2,80.95695896376505,94.05740378343118,58.20029027576197,0.772235603186013,0.8640777886497065,38.43226649674788,0.3333333333333333,0.6666666666666666,13.45212210198058,0.0875871416133126,7.3714385354123095,0.050337611687300665,0,1,0,0,interior,0,0,0,0,0
138,4,0.0,0.0,0,61.73722249013798,80.88274238634692,39.43622269203664,0.632452916152519,0.7849713108724437,37.281020780195995,0.0,1.0,17.33447468980214,0.12685905171721512,17.614829345715137,0.11459153081803908,0,1,0,0,interior,0,0,0,0,0
31,4,0.1674239714090033,0.6200914936218839,2,75.06846310940504,87.25079365079364,63.24313449351172,0.7370450771600237,0.8044841269841269,35.99712215481289,0.0,0.5,8.798684612112329,0.04183053614316697,8.13758303220196,0.040696238140957464,0,1,0,0,interior,0,0,0,0,0
104,6,0.8541294257956474,2.093642361820734,6,81.80167105731418,91.18555279845604,58.20029027576197,0.7733493563608295,0.8369037772263578,40.188844999456244,1.0,0.0,11.148347437065821,0.07114341014786488,7.087904709628106,0.04407588125604722,0,1,0,0,interior,0,0,0,0,0
5,6,0.6503037658906236,1.3012813435567556,5,82.21833564286435,89.3106457242583,64.02238449464274,0.7848670878878874,0.856315445026178,42.077763711086334,0.6666666666666666,0.16666666666666666,8.485380499730303,0.06756775724777116,-16.689902347847777,-0.12354110235810178,1,0,1,0,interior,0,0,0,0,0
126,4,0.1240681248060918,0.4962724992243672,1,67.23559995167588,78.04321728691477,54.17714040176173,0.6603029764005784,0.7366746698679472,35.923249616318984,0.25,0.75,9.252449758755663,0.06493477386500586,-16.004978893484683,-0.11078609070138301,1,0,1,0,interior,0,0,0,0,0
14,5,0.320647802713496,1.255904950278675,2,86.85111547464632,95.63714902807774,71.62223326157753,0.8129524673358306,0.8689308855291575,45.23028664734973,0.4,0.6,8.046282343944045,0.054749673797133816,-0.3801506826938805,-0.011338384116809208,1,0,1,0,interior,0,0,0,0,0
111,3,0.3102905452473912,0.9308716357421736,1,79.8137669276856,90.92479874337326,69.09482080075563,0.7605635811826618,0.8341089076510242,37.4335506442192,0.0,0.6666666666666666,8.916362585504977,0.055621860618267946,-11.233564478582224,-0.0822301846629665,1,0,1,1,south,0,0,1,0,0
130,5,0.0,0.0,0,82.67090624720329,91.45841597249768,75.83583583583584,0.7737638484845589,0.8380735158006084,42.58992071491182,0.0,1.0,5.790892264751151,0.04295303575138161,8.762979148244412,0.06332764031182758,0,1,0,0,interior,0,0,0,0,0
19,3,0.0,0.0,0,97.04666183091064,99.60511033681766,95.258114374034,0.8867801123583069,0.8973480449090206,47.96553716579974,0.0,1.0,1.8562783904159679,0.008152166004853668,-0.8493183774001949,-0.004313319189426235,1,0,0,1,interior,0,0,0,0,0
78,3,0.5207174657187904,1.1891584023081996,2,73.23807706601029,97.75013922405792,50.17622838320066,0.7205236511352485,0.8840170781511045,31.96834035940601,0.0,0.3333333333333333,19.44902032693473,0.14562697963336385,18.178555903392592,0.11721728430079403,0,1,0,1,interior,0,0,0,0,0
27,6,0.05788901054813419,0.3473340632888051,1,96.05718969364443,99.89870853380602,88.94146088758419,0.8714413014256372,0.8993036211699164,49.998768941609654,0.16666666666666666,0.8333333333333334,3.774527222333588,0.02781536323684239,-1.3189811259248359,0.0006162494181534139,0,0,0,0,interior,0,0,0,0,0
98,6,0.24650150583875932,0.9308716357421736,2,82.65407041824037,93.42155773310436,62.864746697082026,0.7732471647391481,0.8561470855641983,41.47267645403209,0.0,0.6666666666666666,10.03799629932238,0.07437719732378084,6.241678809971461,0.04769402104411813,0,1,0,0,interior,0,0,0,0,0
6,4,0.48067486424409434,0.9674449353132962,2,81.35706651337338,89.3106457242583,65.52843329501657,0.7785459578601946,0.856315445026178,38.34362686809696,0.5,0.5,9.284734918115587,0.0717152900826799,0.9686128630749096,0.009080437758090532,0,1,0,0,interior,0,0,0,0,0
2,3,0.030971207359009767,0.0929136220770293,1,78.20385717628713,85.37179572987083,64.02238449464274,0.74710948384097,0.7999364165718493,42.42879229711249,0.0,0.6666666666666666,10.028013620081994,0.0723663673335214,4.549943837316505,0.028329299834676913,0,1,0,1,north,0,1,0,0,0
59,7,0.14439629683526747,0.6278035703452275,2,78.2906141154573,90.15252950514184,34.49145771355716,0.7559519923530663,0.8427601483122262,38.11225733054993,0.2857142857142857,0.7142857142857143,18.375965682895046,0.11259729361957593,-3.4305800696846376,-0.03990555770203519,1,0,1,0,interior,0,0,0,0,0
131,6,0.0,0.0,0,80.60133208011307,91.45841597249768,61.6073834682444,0.772770414519646,0.8380735158006084,40.2716337407885,0.0,1.0,10.226366310349459,0.053571135537682134,6.468217281699893,0.0330514140815521,0,1,0,0,interior,0,0,0,0,0
42,5,0.0,0.0,0,88.74931619831314,99.9611801242236,67.90525624962712,0.821497600353041,0.8997088509316771,41.94525041219733,0.0,1.0,12.039435941397034,0.08262051751082687,11.222071498396446,0.07828780737228103,0,1,0,0,interior,0,0,0,0,0
129,3,0.0,0.0,0,85.5155506813918,91.4338853954477,78.04321728691477,0.7931959957551773,0.8370914887963865,42.789173440805904,0.0,1.0,5.576060857049731,0.041955874616224194,-9.679714845555964,-0.07062124709347206,1,0,1,1,interior,0,0,0,0,0
51,3,0.0,0.0,0,99.16533977684168,99.81315396113602,98.53506243996158,0.8937400483263126,0.8985986547085202,49.20305869929522,0.0,1.0,0.5219260100099917,0.003914445075074923,-8.32404547792028,-0.061891049867144665,1,0,1,1,interior,0,0,0,0,0
120,6,0.17405436721450837,1.0443262032870502,1,84.58031163582761,92.7887323943662,75.4265081991876,0.7872086567121505,0.847795232936078,43.80562007227392,0.0,0.8333333333333334,6.32767720075622,0.047066822757883264,6.878104336670063,0.05086485908845795,0,1,0,0,interior,0,0,0,0,0
8,3,0.32248164510443206,0.9674449353132962,1,94.55195409194891,99.08710217755444,89.3106457242583,0.8783289936116842,0.8931846733668343,45.68934898006035,0.3333333333333333,0.6666666666666666,4.022335304587361,0.015879994001957325,1.0092574122506477,-0.004213442580887405,1,1,0,1,interior,0,0,0,0,0
1,2,0.16361636503909405,0.2842777441179848,2,82.53974019502596,82.75380101360363,82.32567937644829,0.781532589646966,0.7876263956182852,41.97766353407257,0.5,0.0,0.21406081857767134,0.006093805971319144,2.8320555348448693,0.018403826924883293,0,1,0,1,north,0,1,0,0,0
80,8,0.27400048514520375,1.8190098863134585,2,83.85700999409099,95.5127587867116,68.73083197389884,0.793176534796828,0.8705646860514118,41.5580586393604,0.0,0.75,9.26939549923446,0.059061854109174534,-22.249626525846587,-0.09435628901891979,1,0,1,0,interior,0,0,0,0,0
55,6,0.17829704098409602,0.7077550780807964,2,81.20368719370876,98.92525647288714,48.794116659390845,0.779696698336097,0.8919394235466537,39.52468709812664,0.3333333333333333,0.6666666666666666,16.898886850145715,0.09133911775421212,-4.668801288928961,-0.05052494511983274,1,0,0,0,interior,0,0,0,0,0
64,6,0.1357144979736711,0.3829705075016448,3,76.78938056949899,92.42050988255514,47.368217429151755,0.7343332573518064,0.8434904038957319,34.21577685401338,0.3333333333333333,0.5,16.131052342956966,0.10860712073064277,8.864245898870436,0.06293476721980673,0,1,0,0,interior,0,0,0,0,0
107,6,0.6510620691575915,1.3710504506616934,4,77.9284645052401,91.18555279845604,24.022905346120098,0.7733274349071415,0.8427601483122262,40.08112627196984,0.6666666666666666,0.3333333333333333,24.211478520382187,0.1212291988160856,1.9313565284096654,-0.018610004401204305,1,1,1,0,interior,0,0,0,0,0
77,4,0.39053809928909283,1.1891584023081996,2,76.95453648236736,94.43742098609356,50.17622838320066,0.7464648741855239,0.8705646860514118,34.76415495743229,0.0,0.5,17.738205791409648,0.1327139467032473,20.79560274169056,0.13755220396558065,0,1,0,0,interior,0,0,0,0,0
28,7,0.04961915189840073,0.3473340632888051,1,90.74281475383926,98.3554475798916,82.17762913415088,0.8350304429578159,0.8893010652214538,46.17360499713512,0.14285714285714285,0.8571428571428571,5.169108001756166,0.0395108740241843,4.8943342742384885,0.033900442571341616,0,1,0,0,interior,0,0,0,0,0
112,4,0.23171008789224928,0.5481373992903823,2,82.69637998994165,90.92479874337326,68.58020244910338,0.7760841267748468,0.8341089076510242,40.561050598653715,0.0,0.5,8.739316671968547,0.06115669319473137,-3.274698751013716,-0.02812710065906887,1,0,0,0,interior,0,0,0,0,0
133,4,0.0,0.0,0,81.00731975536817,95.5127587867116,61.6073834682444,0.7872890516405798,0.8683558016369765,43.592365732750025,0.0,1.0,14.86064547421073,0.08046829891444235,9.037863689417662,0.03812211770697127,0,1,0,0,interior,0,0,0,0,0
65,6,0.16497178969483453,0.6278035703452275,2,83.09883462399995,94.98266811924334,66.4293852253566,0.7836380131991816,0.8623848667921166,38.912566117556274,0.3333333333333333,0.6666666666666666,9.565140041162056,0.07591282075775098,7.053694881141894,0.043113315394924356,0,1,0,0,interior,0,0,0,0,0
24,7,0.0,0.0,0,95.35351197588516,99.71996386630532,83.34661354581674,0.8694051294742318,0.8979787714543813,46.782987175909106,0.0,1.0,5.372884502626058,0.03743657030061633,4.190283644552807,0.027173337679052945,0,1,0,0,interior,0,0,0,0,0
128,6,0.0827120832040612,0.4962724992243672,1,71.18548605011587,91.4338853954477,51.2306210581912,0.6912760923362765,0.8370914887963865,37.84417666395067,0.16666666666666666,0.8333333333333334,14.257759638701549,0.1024452553489124,6.857731236798898,0.04539857753167065,0,1,0,0,interior,0,0,0,0,0
50,7,0.0,0.0,0,92.1180551910952,99.81315396113602,76.5348859047798,0.8419281982097286,0.8985986547085202,45.50232323791819,0.0,1.0,8.668517051342532,0.06343321435670268,6.417007248866383,0.04708477008998324,0,1,0,0,interior,0,0,0,0,0
113,4,0.3060662782523362,0.9308716357421736,2,73.89280412855743,88.89574922821183,62.864746697082026,0.7102931414780537,0.8209411857832662,37.83848451504042,0.0,0.5,10.811989172242312,0.07873195453245868,8.49196541052072,0.060659875667348206,0,1,0,0,interior,0,0,0,0,0
94,4,0.0171968004511579,0.0687872018046316,1,78.93020931017033,86.90686855787648,62.864746697082026,0.7459658449326378,0.8023989783818297,38.732449902619884,0.0,0.75,9.443722926645826,0.06942812429766317,-34.43944820150336,-0.24120341642405885,1,0,1,0,interior,0,0,0,0,0
79,6,0.28856494381878656,1.1891584023081996,2,80.31312996004023,97.75013922405792,50.17622838320066,0.7700552334005141,0.8840170781511045,37.01421875329883,0.0,0.6666666666666666,17.903147873120034,0.12318635134166894,-8.525266369267925,-0.022819777031406918,1,0,0,0,interior,0,0,0,0,0
11,5,0.32972308136911216,1.3012813435567556,2,94.2636164487362,99.89870853380602,84.02232687946973,0.8591251338764614,0.8993036211699164,49.02750716745106,0.4,0.6,6.546591472841078,0.046090707542739535,4.430812363869322,0.0311112195281531,0,1,0,0,interior,0,0,0,0,0
15,6,0.21688022392612594,1.3012813435567556,1,93.15526030751528,99.3684837652666,84.02232687946973,0.85284891645812,0.8952785224903188,49.74190045172376,0.16666666666666666,0.8333333333333334,5.860066976579127,0.04189359075142618,-4.213799419931092,-0.03396616736469915,1,0,0,0,interior,0,0,0,0,0
140,3,0.0,0.0,0,65.00270659046788,79.35205183585312,39.43622269203664,0.6529132227250685,0.747044446970558,37.18160196629457,0.0,1.0,18.12340114751885,0.11989485100855486,-14.592626951813415,-0.11976809019208379,1,0,1,1,west,0,0,0,1,1
97,9,0.37666629301031956,1.0443262032870502,6,76.51317251525295,88.89574922821183,44.490761108666966,0.734274008199046,0.8209411857832662,39.72901188221221,0.0,0.3333333333333333,13.242736828791644,0.09557858947930534,-13.64842581817092,-0.10635603462238974,1,0,1,0,interior,0,0,0,0,0
48,5,0.0,0.0,0,95.55222561079967,98.53506243996158,90.8412942989214,0.8715375417851619,0.8897051474262869,46.64586086118417,0.0,1.0,2.627668627831424,0.021511761374212332,4.260928350336357,0.027061112923358333,0,1,0,0,interior,0,0,0,0,0
35,7,0.10819421001356082,0.7077550780807964,2,77.01668933242433,89.64314811797296,48.794116659390845,0.7583197321929186,0.8335668893596221,37.74106551051957,0.14285714285714285,0.7142857142857143,14.020100905836655,0.06424317059448185,1.1410016993129233,-0.01974293245831693,1,1,0,0,interior,0,0,0,0,0
116,6,0.23922539257394018,0.8505701680861661,2,82.04681359714006,92.7887323943662,62.864746697082026,0.7770319026731668,0.847795232936078,42.54675540260734,0.0,0.6666666666666666,9.91886451080342,0.07267238646831502,-6.620305397952464,-0.06001670784843394,1,0,1,0,interior,0,0,0,0,0
95,5,0.0,0.0,0,74.8708999777613,94.05740378343118,44.490761108666966,0.7211874259627012,0.8640777886497065,36.29736689971089,0.0,1.0,18.526188957579567,0.134464259202199,12.035968580115181,0.08121155241912847,0,1,0,0,interior,0,0,0,0,0
30,5,0.12401829872437678,0.6200914936218839,1,77.17445060928131,89.64314811797296,63.24313449351172,0.7510008772633142,0.8335668893596221,37.50115309723018,0.0,0.8,9.140284570524269,0.04989984332926581,10.076343041512331,0.05348324972081264,0,1,0,0,interior,0,0,0,0,0
58,5,0.6009136067544347,1.30698221752237,4,63.874649587724136,87.76616747724755,24.022905346120098,0.6955577353592222,0.8427601483122262,33.20397677789414,0.8,0.2,24.121713664343517,0.11750261508542,-29.383191874166975,-0.20189305197630675,1,0,1,0,interior,0,0,0,0,0
