WARD,elev_fabdem_mean,elev_fabdem_min,flow_fabdem_max,flow_fabdem_mean,flow_log,is_wetland_interface
93,6.6610256405028485,5.28000020980835,2669.36958530941,24.312354336075124,3.4265713728823872,0
61,6.31367741369432,5.059999942779541,5023.387288330312,130.67538948677498,3.701083108177812,0
86,6.9031865134234724,5.210000038146973,4563.601291511554,142.26315589600728,3.6594028488016104,0
90,6.158298479711399,3.9800000190734863,2990.2968133901586,116.69749017266078,3.475859508324523,0
26,8.523434598869253,7.869999885559082,1049.8795050287952,34.43158479982059,3.021552922211781,0
72,6.913931617709646,5.889999866485596,554.7889550449914,16.354052855851723,2.7449099119795415,0
134,5.406095453043046,4.099999904632568,871.3133888914887,10.627339416742188,2.940672538390156,0
99,5.909780623054155,5.300000190734863,2687.075266681518,92.55621310914383,3.4294414248902756,0
125,3.875761934434497,1.9299999475479126,1860.0597170473523,40.40817609300178,3.2697603088470717,0
118,6.884370731725926,5.739999771118164,1183.346826599826,43.996182848989555,3.0734789007160197,0
83,6.234295541887841,0.5,12585.619460292917,126.75164080326594,4.099909102079085,0
43,9.30818815596843,7.590000152587891,115.68440655989909,13.917208253040442,2.0670128217910717,0
47,8.618553715303909,8.140000343322754,855.2894094503068,32.8443083352775,2.9326205727199786,0
115,5.72748455875446,4.110000133514404,1985.4194060377731,28.09829449526839,3.2980709493445106,0
68,5.516975097172625,3.75,5899.842837974337,147.10440062791557,3.770914047869055,0
39,7.5068464437461,7.420000076293945,1915.4265279755602,128.7533548477146,3.2824921739131283,0
12,6.268596209186109,0.5,11369.434750314133,-2797.3918515042747,4.055777070321227,0
108,1.9057794861782908,0.0,56988.39279627737,728.3884120690514,4.755794029729911,1
110,3.696329709263866,1.5,9880.042153942173,166.53062460181897,3.994802752061067,0
141,3.837313909979232,0.5,5657.916675700357,68.24614013896176,3.7527332992454605,0
17,8.498105044778624,7.840000152587891,1759.3896763005332,93.33217235279778,3.2456088130044853,0
7,8.118447931435815,0.5,157.86799359977223,-2145.3074449323185,2.2010364107182965,0
16,7.2061994673428185,6.159999847412109,2325.4204725901473,126.33505744572497,3.3666882110039995,0
137,5.6722325058247955,0.5,438.9355416507127,14.859925805485329,2.6433890493132117,0
84,6.7642857125827245,6.179999828338623,554.6626711620098,15.77891602158777,2.744811222315547,0
18,8.75763890478346,8.350000381469727,1051.0577592206296,38.68340846724848,3.022039583755174,0
25,8.577804893012939,7.690000057220459,236.8459156538774,13.439437221261647,2.376295698012749,0
60,5.54657223339459,4.46999979019165,5037.906763887278,169.76973322817466,3.702336322574089,0
10,8.405951035673784,7.710000038146973,611.8497618791429,33.939443234314275,2.7873540216899926,0
62,7.176257932917008,5.929999828338623,1205.0036895772648,47.71526917189254,3.081348636461343,0
71,6.869404286785293,0.5,15703.04895610282,171.93147132720344,4.196011640471991,0
91,4.0249116169682475,3.2300000190734863,5676.55824612578,245.49950565412968,3.75416159834598,0
75,6.312308820556192,0.5,26775.713509488716,1647.658497437404,4.427757271993325,0
96,6.385040359119239,4.460000038146973,549.206822474422,14.332321315351251,2.740525971267449,0
88,6.1225170051159505,0.5,11280.319531237057,201.0554036851966,4.052359900322773,0
44,8.517066254600742,7.429999828338623,713.2675577802287,29.810704084568986,2.8538609248032536,0
85,6.270891203924462,5.420000076293945,3328.194341680545,103.56484265372139,3.5223391478319295,0
89,6.5182935548568395,0.5,4027.87688112744,88.67747741127477,3.6051839959403864,0
67,3.6320632083152273,1.5,9022.933030334461,329.3838840377721,3.955395863604679,0
76,6.349639462791313,4.940000057220459,276.6865779846759,13.443884427139231,2.4435548885796985,0
74,7.114017743282139,0.5,16303.91794718107,263.8425834051608,4.21231861760526,0
87,7.36947894149239,4.5,616.272533260151,18.73740539327779,2.7904769526208555,0
132,5.4152994601566435,3.5,3349.367083768334,159.60600302858296,3.5250923932222435,0
69,6.345904251947731,5.179999828338623,2225.461107436622,42.72565415109682,3.3476151131330005,0
22,10.34832133263421,0.5,22222.500016131853,62.80596756459965,4.346812457754701,0
119,6.594388969311106,5.349999904632568,1740.16504090053,42.20468046426359,3.240839938811338,0
54,6.229471361059449,5.619999885559082,1048.7418508203054,29.824523942799548,3.0210825118810556,0
122,3.676513089060159,2.2699999809265137,8230.47918600839,125.831518885852,3.9154778843736633,0
29,5.1237280710398805,0.5,3776.561117811619,128.23398644866862,3.57721149959309,0
109,1.8613793894462483,1.0,85685.10813238144,757.2112611750708,4.932910417600128,1
32,3.909667165020006,0.5,4327.080779583526,-96.34158228720841,3.63629535787485,0
57,3.495320048165206,0.5,2905.420909836513,71.16706691541357,3.463358509336474,0
136,4.993915761316808,3.2899999618530273,151.18278857033033,14.384266173531817,2.1823655377722284,0
106,2.901029409267086,1.5,4884.601778588638,111.96532224122065,3.688918065091438,0
4,5.380408342561962,4.389999866485596,1559.4706453324475,41.72628255482904,3.1932556033826107,0
52,8.068858141717614,7.260000228881836,161.40007991702805,9.55769647935797,2.2105862386213864,0
38,7.354410773575908,6.159999847412109,2476.581325410437,150.31363233661403,3.3940279188979052,0
81,7.246805460327387,0.5,8998.716673603802,159.7832466125297,3.9542288373251813,0
127,3.7158418044873236,2.319999933242798,50692.749415377744,428.42505923046116,4.704954413736508,1
53,7.558701925552809,6.139999866485596,647.1467007868656,40.8295888506034,2.8116733147155104,0
34,4.713445022592994,3.240000009536743,1093.0664494097537,21.62207320162907,3.0390437001835027,0
135,6.321262380274216,2.7799999713897705,76.17825427724856,6.853591787999872,1.887494950883054,0
117,6.237058817531189,0.5,3700.2540098827294,82.16272050418375,3.568348890905697,0
105,4.225452293693798,3.5199999809265137,1095.6999869557883,21.77527982899231,3.0400878383043577,0
20,9.015508490093683,6.690000057220459,77.50004888224862,7.414089609460689,1.8948699271819942,0
102,4.562989093794931,2.7699999809265137,3564.798542447229,108.07781816591535,3.5521568031200474,0
46,7.589087458768876,5.119999885559082,3271.4170823886925,82.92389246050834,3.5148686510616733,0
73,6.734807987183836,0.5,15056.430265458916,283.83078495564223,4.1777508605262295,0
82,5.907081472521503,0.5,13340.714837461946,513.1480159295602,4.12521165391211,0
124,3.7612438960403,1.9700000286102295,15204.973322958582,184.23294222471168,4.182014224234251,0
56,4.4221175213046875,3.8299999237060547,1524.986501099144,46.59029257638946,3.1835506918599603,0
3,4.621501541871291,2.859999895095825,2014.7714734413773,46.86195598060496,3.304441294911884,0
36,5.789647057477166,0.5,3421.029807493993,170.98268631096911,3.5342837881313764,0
41,8.489566925003773,7.5,395.78012175296243,28.31189313342422,2.5985499063519826,0
37,7.2105511818032255,5.949999809265137,416.77850494991617,17.03007016280705,2.620946091408323,0
139,4.485084661647195,2.9800000190734863,1219.3578000190575,23.18283508545545,3.0864871813239145,0
23,12.440555548427081,8.579999923706055,123.39113964747973,11.924404372460803,2.0947894467595414,0
40,8.130158373673037,7.21999979019165,83.01034646335499,5.423932207636567,1.9243327757670403,0
121,6.04098662803803,4.5,969.0188205930525,25.44657807811926,2.9867801606584243,0
33,4.235074563636211,3.0399999618530273,2750.011512447429,38.963139122069606,3.439492407831316,0
103,4.265779903484589,2.549999952316284,3539.57398123062,48.70634606301448,3.5490736735156982,0
13,4.606123953055935,0.5,11407.513177051369,-3563.0103896496207,4.057229048355355,0
66,4.41277874257921,1.0,15856.22852837071,307.21769989221946,4.200227285124536,0
123,4.645981637369247,2.2799999713897705,8233.586300371539,94.31088278769647,3.9156417854148304,0
63,6.046999781889099,0.5,16300.333345784135,213.53300796424685,4.212223128393771,0
21,8.174914851965985,0.5,29114.367130417442,265.8550079072967,4.464122270717758,0
49,7.361661350384307,5.730000019073486,406.5706469201187,24.58886236400502,2.6102028987405297,0
70,6.719800995594233,5.46999979019165,1871.2618003073796,49.169608302603606,3.2723665764956764,0
45,7.997083098447355,0.5,18575.235973766896,33.652459325487406,4.2689577192686325,0
100,6.560229282110036,5.239999771118164,3143.406724145288,25.051590691227798,3.497538716320148,0
92,5.149942225768786,3.930000066757202,2442.343816352864,32.668930996621036,3.3879845832397883,0
9,8.839835634623489,0.5,641.1679226257364,21.320654751100033,2.807648608028101,0
114,3.6771695361226455,2.25,2341.2388051644275,2.6563119255038696,3.3696311718968763,0
101,4.3842245176588595,1.9500000476837158,4550.072459885519,107.07920420603408,3.6581137501796346,0
138,5.310399994483361,4.460000038146973,772.6107112645952,23.207840670878895,2.8885224742741484,0
31,4.0991756269439,2.7799999713897705,3077.3029304980746,69.09034027109128,3.488311355771663,0
104,4.502494794449266,2.380000114440918,1293.0339707913188,14.808829625348094,3.111945677517815,0
5,4.526807082878364,0.5,10727.248588506038,-1748.491713776059,4.030528828169944,0
126,3.489066071685789,1.909999966621399,5789.958458720773,39.96292483929903,3.762750449545177,0
14,4.628756180233775,0.5,10793.90575314399,196.28956245323278,4.033218855001127,0
111,4.826718907543098,0.5,1207.193471718099,31.1227941771352,3.082136484758399,0
130,6.466394878024582,5.239999771118164,506.5545487826789,19.41143579350715,2.705482724343334,0
19,9.269246588014576,8.170000076293945,122.96007084170806,7.050098683686987,2.093281815761454,0
78,5.313793929128936,4.110000133514404,1853.0350275101196,69.11570135760276,3.268117934830409,0
27,7.551844667230995,6.230000019073486,2600.7812013083926,39.349035638627896,3.4152707714493116,0
98,7.263065440895547,6.099999904632568,788.580544599421,19.71979585855137,2.8973964387026,0
6,6.1950734235392195,0.5,3030.00375672954,-1024.2144718355319,3.481586474647364,0
2,5.596773576713624,4.400000095367432,831.9611693254034,23.16137674381157,2.9206247560997305,0
59,4.10088248590721,3.0199999809265137,14509.772141227968,304.9066298320902,4.1616905225516225,0
131,4.946397662720485,2.880000114440918,3940.3313769272227,84.7881712311632,3.5956429507551606,0
42,12.585321354069256,6.78000020980835,178.8092790569422,7.9166565804859665,2.254812099740066,0
129,3.9887847889175325,2.4100000858306885,2662.3473450101797,73.20261266963257,3.42542780939205,0
51,8.505494505494505,7.849999904632568,509.79396250706657,24.57008748325086,2.708245755338908,0
120,7.315404772190821,6.179999828338623,172.88800106422053,8.909758019895184,2.240269615059725,0
8,8.766273154152763,0.5,592.8104049155437,10.328511040887658,2.7736478031586707,0
1,6.39065099006823,0.5,848.9526802143782,23.17169307623847,2.9293947477215463,0
80,4.68108638331347,0.5,9958.444895276949,108.30690838820763,3.9982351330385155,0
55,6.03271500577814,4.309999942779541,562.2643534241507,14.285871783862135,2.7507122674770583,0
64,5.347675096200134,4.210000038146973,6275.7770702037815,132.93962030095247,3.797736704260136,0
107,2.5105698518637642,0.8199999928474426,16865.035639138106,294.8554276974376,4.227013013687317,1
77,6.5280904402485245,5.139999866485596,115.57572575909693,7.202926686014358,2.066608127898263,0
28,6.320525288117999,0.5,3779.221916922716,147.3470026024163,3.5775172957277066,0
112,5.197997948717043,2.25,1600.615561824782,39.64821038872413,3.204558279904098,0
133,4.934211378950414,4.010000228881836,963.7469144383363,35.41020195762898,2.9844133982363887,0
65,5.243428934690661,3.430000066757202,1062.9523829460443,26.22563715443649,3.026922191599507,0
24,8.888765425348478,8.229999542236328,391.1089788050086,32.99531904107727,2.593406787214317,0
128,4.95900270302662,2.8499999046325684,1796.432409663905,38.22354850473841,3.2546525682277143,0
50,7.483722949956919,5.789999961853027,489.47516377152056,19.09463040617684,2.6906170208697553,0
113,4.027433581579299,2.25,1897.7800124416522,-28.036630568104197,3.278474651457959,0
94,6.654044550952345,5.329999923706055,4027.891950792899,88.73445390370327,3.6051856203782893,0
79,4.438364357243671,0.5,7659.6108013601915,175.9157289247535,3.8842633984948405,0
11,7.464732845927619,6.179999828338623,1169.4685040264326,45.86884582497643,3.0683597318202915,0
15,6.008343644924577,0.5,11149.454914159038,385.40810682317897,4.047292586010082,0
140,4.476110227481766,2.5199999809265137,2177.423142140798,42.12982521242538,3.338142242016568,0
97,6.717173450355611,4.630000114440918,899.3090227098937,31.18361024623413,2.954391602575353,0
48,8.736755865473413,7.590000152587891,64.98990142437654,5.531159271497432,1.8194774796141109,0
35,4.805483552774903,0.5,3252.2216299433762,53.31238112891387,3.5123136511646353,0
116,5.7466937049649065,4.380000114440918,3163.800018115411,66.40357281318506,3.500346272403,0
95,7.168742811082324,5.909999847412109,1846.2434654892206,20.653495792775228,3.266524138943353,0
30,4.723199994904655,4.309999942779541,1305.0185207616819,46.34542286384756,3.115949335750362,0
58,3.858045592583795,1.0,15199.30438762715,92.10211131170865,4.181852284822616,1
